scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_id
Larus smithsonianus,American Herring Gull,Aves,Animalia,1578489.0
Lasioglossum,,Insecta,Animalia,57678.0
Lasioglossum sisymbrii,Tansy Mustard Sweat Bee,Insecta,Animalia,222681.0
Lasiommata,Wall Browns,Insecta,Animalia,89353.0
Lasiosiphon calocephalus,Pincushion Curryflower,Plantae,Plantae,588731.0
Lasius,"Citronella Ants, Fuzzy Ants, and Allies",Insecta,Animalia,69086.0
Lasius fuliginosus,Jet Ant,Insecta,Animalia,124150.0
Latrodectus geometricus,Brown Widow,Arachnida,Animalia,47383.0
Latrodectus hasselti,Redback Spider,Arachnida,Animalia,146765.0
Latrodectus mactans,Southern Black Widow,Arachnida,Animalia,47381.0
Lavandula angustifolia,Common Lavender,Plantae,Plantae,133395.0
Leiobunum vittatum,Eastern Harvestman,Arachnida,Animalia,121465.0
Leiocephalus carinatus,Northern Curly-tailed Lizard,Reptilia,Animalia,39280.0
Leiolepis belliana,Common Butterfly Lizard,Reptilia,Animalia,31544.0
Leiothlypis peregrina,Tennessee Warbler,Aves,Animalia,979756.0
Lema bilineata,Tobacco Slug Beetle,Insecta,Animalia,672328.0
Lema daturaphila,Three-lined Potato Beetle,Insecta,Animalia,203403.0
Lemna,Duckweeds,Plantae,Plantae,54519.0
Leonotis ocymifolia,Rock Lionspaw,Plantae,Plantae,403274.0
Leontodon saxatilis,Hairy Hawkbit,Plantae,Plantae,60973.0
Lepechinia caulescens,,Plantae,Plantae,286956.0
Lepidium virginicum,Virginia pepperweed,Plantae,Plantae,77676.0
Lepidoptera,Butterflies and Moths,Insecta,Animalia,47157.0
Lepidotrigona terminata,Gold-margined Stingless Bee,Insecta,Animalia,549497.0
Lepisiota capensis,Small Black Sugar Ant,Insecta,Animalia,428267.0
Lepisosteus oculatus,Spotted Gar,Actinopterygii,Animalia,104249.0
Lepisosteus osseus,Longnose Gar,Actinopterygii,Animalia,58609.0
Lepisosteus platyrhincus,Florida Gar,Actinopterygii,Animalia,104251.0
Lepomis,Common Sunfishes,Actinopterygii,Animalia,49592.0
Lepomis cyanellus,Green Sunfish,Actinopterygii,Animalia,58636.0
Lepomis gibbosus,Pumpkinseed,Actinopterygii,Animalia,49614.0
Lepomis macrochirus,Bluegill,Actinopterygii,Animalia,49591.0
Lepomis microlophus,Redear Sunfish,Actinopterygii,Animalia,85127.0
Leptocottus armatus,Pacific Staghorn Sculpin,Actinopterygii,Animalia,49163.0
Leptogenys chalybaea,,Insecta,Animalia,1228572.0
Leptogenys falcigera,,Insecta,Animalia,489298.0
Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,Animalia,67771.0
Leptoglossus oppositus,,Insecta,Animalia,133756.0
Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,Animalia,61256.0
Leptomyrmecini,,Insecta,Animalia,519188.0
Leptopelis natalensis,Natal Forest Tree Frog,Amphibia,Animalia,23431.0
Leptophyes punctatissima,Speckled Bush-cricket,Insecta,Animalia,131035.0
Leptoptilos crumenifer,Marabou Stork,Aves,Animalia,201031.0
Leptosia alcesta,East African Spirit,Insecta,Animalia,672729.0
Leptosia alcesta inalcesta,East African Spirit,Insecta,Animalia,672729.0
Leptotarsus,,Insecta,Animalia,60415.0
Leptotes pirithous,Common Zebra Blue Complex,Insecta,Animalia,1068886.0
Lepus timidus,Mountain Hare,Mammalia,Animalia,55908.0
Leucanthemum vulgare,oxeye daisy,Plantae,Plantae,56057.0
Leucauge argyra,,Arachnida,Animalia,53768.0
Leucauge auronotum,Greenbanded Vlei Spider,Arachnida,Animalia,672876.0
Leucauge levanderi,Lavender Vlei Spider,Arachnida,Animalia,526352.0
Leucauge venusta,Orchard Orbweaver,Arachnida,Animalia,778499.0
Leucinodes laisalis,Brown Tipped Pearl,Insecta,Animalia,782633.0
Leucocelis aeneicollis,Coppercollar Small Fruit Chafer,Insecta,Animalia,606925.0
Leucocelis amethystina,Amethyst Small Fruit Chafer,Insecta,Animalia,568627.0
Leucophaeus atricilla,Laughing Gull,Aves,Animalia,144514.0
Leucostrophus alterhirundo,White Barred Hawk,Insecta,Animalia,362403.0
Libellula depressa,Broad-bodied Chaser,Insecta,Animalia,563098.0
Libellula luctuosa,Widow Skimmer,Insecta,Animalia,47934.0
Libellula needhami,Needham's Skimmer,Insecta,Animalia,68911.0
Libellulidae,Skimmers,Insecta,Animalia,47819.0
Libinia,,Animalia,Animalia,48956.0
Libyaspis wahlbergi,,Insecta,Animalia,473604.0
Libythea laius,Lobed Beak,Insecta,Animalia,635053.0
Lichenopteryx despecta,Despised Monkey,Insecta,Animalia,344800.0
Ligia occidentalis,Western Sea Slater,Animalia,Animalia,117674.0
Ligustrum japonicum,wax-leaf ligustrum,Plantae,Plantae,77739.0
Ligyrus gibbosus,Carrot Beetle,Insecta,Animalia,1430438.0
Limacus flavus,Yellow Cellar Slug,Mollusca,Animalia,322417.0
Limenitis lorquini,Lorquin's Admiral,Insecta,Animalia,50880.0
Limnonectes,,Amphibia,Animalia,25904.0
Limulus polyphemus,Atlantic Horseshoe Crab,Animalia,Animalia,48302.0
Linepithema humile,Argentine Ant,Insecta,Animalia,68165.0
Liodytes alleni,Striped Swampsnake,Reptilia,Animalia,539892.0
Liparis,,Actinopterygii,Animalia,157721.0
Liparis greeni,Lobefin Snailfish,Actinopterygii,Animalia,1315790.0
Lippia javanica,Fever Tea,Plantae,Plantae,343067.0
Liquidambar styraciflua,American sweetgum,Plantae,Plantae,49658.0
Liriomyza,Liriomyza leaf-mining flies,Insecta,Animalia,125889.0
Liris aurulentus,Golden Cricket Wasp,Insecta,Animalia,635983.0
Liris subtessellatus,,Insecta,Animalia,1125569.0
Lissachatina immaculata,Giant Blonde Snail,Mollusca,Animalia,1066648.0
Lissotriton vulgaris,Smooth Newt,Amphibia,Animalia,556656.0
Lithobates,American Water Frogs,Amphibia,Animalia,60340.0
Lithobates catesbeianus,American Bullfrog,Amphibia,Animalia,65979.0
Lithobates clamitans,Green Frog,Amphibia,Animalia,65982.0
Lithobates grylio,Pig Frog,Amphibia,Animalia,65986.0
Lithobates palustris,Pickerel Frog,Amphibia,Animalia,66002.0
Lithobates pipiens,Northern Leopard Frog,Amphibia,Animalia,66003.0
Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,Animalia,60341.0
Lithobates sylvaticus,Wood Frog,Amphibia,Animalia,66012.0
Lithobius variegatus rubriceps,,Animalia,Animalia,1045765.0
Lobularia maritima,sweet alyssum,Plantae,Plantae,56992.0
Locris areata,Zooty Red Spittlebug,Insecta,Animalia,602595.0
Locris arithmetica,Spotted Red Spittle Bug,Insecta,Animalia,532044.0
Lolium,Ryegrasses,Plantae,Plantae,52800.0
Lolium rigidum,Mediterraean Rye-grass,Plantae,Plantae,164711.0
Lon melane,Umber Skipper,Insecta,Animalia,1081332.0
Lon taxiles,Taxiles Skipper,Insecta,Animalia,1081330.0
Lon zabulon,Zabulon Skipper,Insecta,Animalia,1081329.0
Longitarsus anchusae,,Insecta,Animalia,549723.0
Lonicera maackii,Amur honeysuckle,Plantae,Plantae,82342.0
Lontra canadensis,North American River Otter,Mammalia,Animalia,41777.0
Lopesia parinarii,Mobola Leaf Gall Midge,Insecta,Animalia,673504.0
Lophaetus occipitalis,Long-crested Eagle,Aves,Animalia,5335.0
Lophocereus marginatus,Mexican Fence Post Cactus,Plantae,Plantae,1110060.0
Lophoceros alboterminatus,Crowned Hornbill,Aves,Animalia,512160.0
Lophodytes cucullatus,Hooded Merganser,Aves,Animalia,7109.0
Lophopanopeus bellus,Blackclaw Crestleg Crab,Animalia,Animalia,50818.0
Lottia digitalis,Fingered Limpet,Mollusca,Animalia,64287.0
Lottia scutum,Plate Limpet,Mollusca,Animalia,129962.0
Lotus tenuis,narrow-leaf bird's-foot trefoil,Plantae,Plantae,77838.0
Loxia leucoptera,White-winged Crossbill,Aves,Animalia,10423.0
Loxodonta africana,African Savanna Elephant,Mammalia,Animalia,43694.0
Loxosceles reclusa,Brown Recluse,Arachnida,Animalia,50181.0
Lucilia,Greenbottle Flies,Insecta,Animalia,61858.0
Lucilia eximia,,Insecta,Animalia,700122.0
Ludia delegorguei,Delegorgue's Prince,Insecta,Animalia,424040.0
Ludwigia octovalvis,Mexican Primrose-willow,Plantae,Plantae,164861.0
Luffa aegyptiaca,Sponge Gourd,Plantae,Plantae,1004655.0
Lumbricidae,Lumbricid Earthworms,Animalia,Animalia,69758.0
Lumbricus terrestris,Common Earthworm,Animalia,Animalia,81545.0
Lumpenus sagitta,Snake Prickleback,Actinopterygii,Animalia,224164.0
Lupinus ocalensis,Ocala Lupine,Plantae,Plantae,1525191.0
Lutra capensis,African Clawless Otter,Mammalia,Animalia,1638841.0
Lutra capensis capensis,Cape Clawless Otter,Mammalia,Animalia,1638850.0
Lybius torquatus,Streaky Blackcollar Barbet,Aves,Animalia,627626.0
Lybius torquatus torquatus,Streaky Blackcollar Barbet,Aves,Animalia,627626.0
Lycaon pictus pictus,Cape Wild Dog,Mammalia,Animalia,711435.0
Lycianthes rantonnetii,blue potatobush,Plantae,Plantae,339360.0
Lycodon rufozonatus,Red-banded Snake,Reptilia,Animalia,539936.0
Lycogala epidendrum,Wolf's Milk,Protozoa,Protozoa,47680.0
Lycomorpha pholus,Black-and-yellow Lichen Moth,Insecta,Animalia,128950.0
Lycophidion capense,Cape Wolf Snake,Reptilia,Animalia,29508.0
Lycorma delicatula,Spotted Lanternfly,Insecta,Animalia,324726.0
Lycosidae,Wolf Spiders,Arachnida,Animalia,47416.0
Lycosoidea,Wolf Spiders and Allies,Arachnida,Animalia,367161.0
Lycus ampliatus,,Insecta,Animalia,673749.0
Lygaeus turcicus,False Milkweed Bug,Insecta,Animalia,141626.0
Lygodactylus capensis,Common Dwarf Gecko,Reptilia,Animalia,34303.0
Lygus lineolaris,North American Tarnished Plant Bug,Insecta,Animalia,84507.0
Lymantria dispar,Spongy Moth,Insecta,Animalia,47802.0
Lynx rufus,Bobcat,Mammalia,Animalia,41976.0
Lynx rufus fasciatus,Western Bobcat,Mammalia,Animalia,632299.0
Lythrum salicaria,purple loosestrife,Plantae,Plantae,61321.0
Macaca sinica,Toque Macaque,Mammalia,Animalia,43456.0
Macaranga capensis,Wild Poplar,Plantae,Plantae,133555.0
Macleania,Neotropical Blueberry,Plantae,Plantae,186091.0
Macrelaps microlepidotus,Natal Black Snake,Reptilia,Animalia,116531.0
Macrobrochis gigas,,Insecta,Animalia,204734.0
Macroglossum stellatarum,Eurasian Hummingbird Hawkmoth,Insecta,Animalia,56293.0
Macroglossum trochilus,African Hummingbird Hawkmoth,Insecta,Animalia,348957.0
Macronyx croceus,Yellow-throated Longclaw,Aves,Animalia,14104.0
Macrosiphum rosae,Rose Aphid,Insecta,Animalia,53633.0
Macrotermes,,Insecta,Animalia,346639.0
Macrotermitinae,,Insecta,Animalia,576950.0
Mada polluta,Yellow Bells Ladybeetle,Insecta,Animalia,673993.0
Madia elegans,Common Madia,Plantae,Plantae,56974.0
Maerua rosmarinoides,Needle-Leaved Spider Bush,Plantae,Plantae,589554.0
Maevia inclemens,Dimorphic Jumping Spider,Arachnida,Animalia,133054.0
Magallana gigas,Pacific Oyster,Mollusca,Animalia,605992.0
Magicicada cassinii,Cassin's 17-year Cicada,Insecta,Animalia,549305.0
Magnoliopsida,dicots,Plantae,Plantae,47124.0
Malacosoma disstria,Forest Tent Caterpillar Moth,Insecta,Animalia,81663.0
Maladera formosae,Asiatic Garden Beetle,Insecta,Animalia,1260497.0
Mallota bautias,Bare-eyed Bee-mimic Fly,Insecta,Animalia,495176.0
Malpolon monspessulanus,Western Montpellier Snake,Reptilia,Animalia,29449.0
Malus,apples and crabapples,Plantae,Plantae,54500.0
Malus domestica,apple,Plantae,Plantae,469472.0
Malva multiflora,Cretan mallow,Plantae,Plantae,501208.0
Malvastrum coromandelianum,three-lobe false mallow,Plantae,Plantae,165115.0
Malvaviscus arboreus,Turk's cap,Plantae,Plantae,120942.0
Manduca sexta,Carolina Sphinx,Insecta,Animalia,61505.0
Manorina melanocephala,Noisy Miner,Aves,Animalia,12231.0
Mantidae,Mantids,Insecta,Animalia,48111.0
Mantis religiosa,European Mantis,Insecta,Animalia,53905.0
Mantodea,Mantises,Insecta,Animalia,48112.0
Marcusenius caudisquamatus,Scalytail Bulldog,Actinopterygii,Animalia,617524.0
Marmara arbutiella,Madrone Skin Miner,Insecta,Animalia,177160.0
Marmota monax,Groundhog,Mammalia,Animalia,46095.0
Marpissa muscosa,Fencepost jumping spider,Arachnida,Animalia,146723.0
Marshallia caespitosa,Barbara's-buttons,Plantae,Plantae,165157.0
Mausoleopsis amabilis,White-spotted Fruit Chafer,Insecta,Animalia,424504.0
Mausoleopsis amabilis interrupta,Savanna White-spotted Fruit Chafer,Insecta,Animalia,1497622.0
Mecaphesa,,Arachnida,Animalia,129662.0
Mecaphesa asperata,Northern Crab Spider,Arachnida,Animalia,224488.0
Mecaphesa celer,Swift Crab Spider,Arachnida,Animalia,202572.0
Meconema,,Insecta,Animalia,119171.0
Medicago sativa,Alfalfa,Plantae,Plantae,57057.0
Megaceryle alcyon,Belted Kingfisher,Aves,Animalia,2548.0
Megaceryle lugubris guttulata,,Aves,Animalia,725868.0
Megaceryle torquata,Ringed Kingfisher,Aves,Animalia,2552.0
Megachile fidelis,,Insecta,Animalia,309381.0
Megachile rotundata,Alfalfa Leafcutter Bee,Insecta,Animalia,52783.0
Megalorchestia californiana,California Beach Flea,Animalia,Animalia,63287.0
Megaponera analis,Matabele Ant,Insecta,Animalia,426190.0
Megaptera novaeangliae,Humpback Whale,Mammalia,Animalia,41566.0
Megascapheus bottae,,Mammalia,Animalia,1624760.0
Megathyrsus maximus,guinea grass,Plantae,Plantae,1064938.0
Megatibicen resh,Resh Cicada,Insecta,Animalia,740122.0
Meimuna mongolica,Autumn Cicada,Insecta,Animalia,437642.0
Melaenornis pammelaina,Southern Black-Flycatcher,Aves,Animalia,13185.0
Melanerpes formicivorus,Acorn Woodpecker,Aves,Animalia,18209.0
Melanerpes lewis,Lewis's Woodpecker,Aves,Animalia,18160.0
Melaniparus niger,Dark Southern Black Tit,Aves,Animalia,700597.0
Melaniparus niger niger,Dark Southern Black Tit,Aves,Animalia,700597.0
Melanitta fusca,Velvet Scoter,Aves,Animalia,850858.0
Melanoplus keeleri,Keeler's Spur-throat Grasshopper,Insecta,Animalia,154686.0
Melanostoma,,Insecta,Animalia,70406.0
Melastoma malabathricum,Malabar Melastome,Plantae,Plantae,165230.0
Meleagris gallopavo,Wild Turkey,Aves,Animalia,906.0
Melia azedarach,Chinaberry,Plantae,Plantae,53720.0
Melinis repens,Natal grass,Plantae,Plantae,77987.0
Meliscaeva auricollis,Spotted Thintail,Insecta,Animalia,324637.0
Melitaea deione,Provençal Fritillary,Insecta,Animalia,362066.0
Melolonthinae,June Beetles,Insecta,Animalia,48200.0
Melospiza georgiana,Swamp Sparrow,Aves,Animalia,9096.0
Melospiza melodia,Song Sparrow,Aves,Animalia,9100.0
Melyris,Groovewing Flower Beetles,Insecta,Animalia,488716.0
Membracidae,Typical Treehoppers,Insecta,Animalia,49024.0
Membracis mimica,,Insecta,Animalia,779194.0
Menemerus bivittatus,Gray Wall Jumping Spider,Arachnida,Animalia,68062.0
Menemerus semilimbatus,Half-edged Wall Jumping Spider,Arachnida,Animalia,157990.0
Menidia,,Actinopterygii,Animalia,89853.0
Menidia beryllina,Inland Silverside,Actinopterygii,Animalia,105567.0
Mentha aquatica,watermint,Plantae,Plantae,77990.0
Mentha spicata,spearmint,Plantae,Plantae,62652.0
Mentha suaveolens,Apple Mint,Plantae,Plantae,77993.0
Menticirrhus littoralis,Gulf Kingcroaker,Actinopterygii,Animalia,179544.0
Meranoplus inermis,,Insecta,Animalia,623389.0
Mergus merganser,Common Merganser,Aves,Animalia,7004.0
Mergus serrator,Red-breasted Merganser,Aves,Animalia,6996.0
Merluccius productus,Pacific Hake,Actinopterygii,Animalia,105599.0
Meromacrus acutus,Carolinian Elegant,Insecta,Animalia,361290.0
Merops apiaster,European Bee-eater,Aves,Animalia,2191.0
Merops bullockoides,White-fronted Bee-eater,Aves,Animalia,2248.0
Merops persicus,Common Blue-cheeked Bee-eater,Aves,Animalia,625888.0
Merops persicus persicus,Common Blue-cheeked Bee-eater,Aves,Animalia,625888.0
Merops pusillus meridionalis,Eastern Little Bee-eater,Aves,Animalia,516784.0
Mesoplatys ochroptera,Sesbania Leaf Beetle,Insecta,Animalia,1193258.0
Mesotriton alpestris,Alpine Newt,Amphibia,Animalia,1633756.0
Messor barbarus,Barbary Harvester Ant,Insecta,Animalia,118487.0
Metacarcinus,,Animalia,Animalia,116719.0
Metacarcinus gracilis,Graceful Rock Crab,Animalia,Animalia,116721.0
Metacarcinus magister,Dungeness Crab,Animalia,Animalia,63697.0
Metazygia zilloides,,Arachnida,Animalia,263653.0
Metisella metis paris,Eastern Goldspotted Sylph,Insecta,Animalia,625778.0
Mexcala elegans,,Arachnida,Animalia,431177.0
Miconia dodecandra,,Plantae,Plantae,915794.0
Micrathene whitneyi,Elf Owl,Aves,Animalia,20379.0
Microcarbo africanus africanus,African Reed Cormorant,Aves,Animalia,516836.0
Microhierax fringillarius,Black-thighed Falconet,Aves,Animalia,4711.0
Microhodotermes viator,Southern Harvester Termite,Insecta,Animalia,568761.0
Micronisus gabar,Southern Gabar Goshawk,Aves,Animalia,631975.0
Micronisus gabar gabar,Southern Gabar Goshawk,Aves,Animalia,631975.0
Micropterus,Black Basses,Actinopterygii,Animalia,49589.0
Microtheca ochroloma,Yellow-margined Leaf Beetle,Insecta,Animalia,533267.0
Microtus,Meadow Voles,Mammalia,Animalia,44259.0
Microtus californicus,California Vole,Mammalia,Animalia,44326.0
Microtus drummondii,Western Meadow Vole,Mammalia,Animalia,1431621.0
Mikania natalensis,Mikania,Plantae,Plantae,590019.0
Mikronegeria fagi,,Fungi,Fungi,1389336.0
Milvus migrans,Yellow-billed Kite,Aves,Animalia,372390.0
Milvus migrans parasitus,Yellow-billed Kite,Aves,Animalia,372390.0
Mimas tiliae,Lime Hawkmoth,Insecta,Animalia,154388.0
Mimosa diplotricha,giant false sensitive plant,Plantae,Plantae,126584.0
Mimus gilvus,Tropical Mockingbird,Aves,Animalia,14884.0
Mimus polyglottos,Northern Mockingbird,Aves,Animalia,14886.0
Mimusops afra,Coastal red milkwood,Plantae,Plantae,1588645.0
Mimusops obovata,Bush Milkwood,Plantae,Plantae,590029.0
Minuca pugnax,Mud Fiddler Crab,Animalia,Animalia,555970.0
Miomantis,,Insecta,Animalia,207584.0
Miomantis caffra,South African Mantis,Insecta,Animalia,207583.0
Miotopus diversus,,Insecta,Animalia,787237.0
Mirounga angustirostris,Northern Elephant Seal,Mammalia,Animalia,41728.0
Misgurnus anguillicaudatus,Oriental Weatherfish,Actinopterygii,Animalia,128425.0
Misgurnus dabryanus,Large-scale Loach,Actinopterygii,Animalia,1316138.0
Misumena vatia,Goldenrod Crab Spider,Arachnida,Animalia,55746.0
Misumenini,,Arachnida,Animalia,1472438.0
Misumenoides,,Arachnida,Animalia,62036.0
Misumenoides formosipes,White-banded Crab Spider,Arachnida,Animalia,62035.0
Misumessus oblongus,American Green Crab Spider,Arachnida,Animalia,172392.0
Mixornis gularis,Pin-striped Tit-Babbler,Aves,Animalia,339771.0
Mniotilta varia,Black-and-white Warbler,Aves,Animalia,10286.0
Mochlus sundevallii,Sundevall's Writhing Skink,Reptilia,Animalia,37932.0
Mola mola,Common Mola,Actinopterygii,Animalia,49601.0
Molurina,Toktokkies,Insecta,Animalia,708654.0
Monacanthus chinensis,Fanbelly Leatherjacket,Actinopterygii,Animalia,368999.0
Monarda fistulosa,wild bergamot,Plantae,Plantae,85320.0
Monodactylidae,Moonyfishes,Actinopterygii,Animalia,85904.0
Monolepta cruciata,Cross Leafbeetle,Insecta,Animalia,676286.0
Monolepta melanogaster,Blackbelly Leafbeetle,Insecta,Animalia,676298.0
Monomorium minimum,Little Black Ants,Insecta,Animalia,1404041.0
Mops pumilus,Little Free-tailed Bat,Mammalia,Animalia,1370990.0
Morelia spilota,Coastal Carpet Python,Reptilia,Animalia,32174.0
Morelia spilota mcdowelli,Coastal Carpet Python,Reptilia,Animalia,32174.0
Moringa oleifera,Moringa tree,Plantae,Plantae,165529.0
Morus alba,white mulberry,Plantae,Plantae,56090.0
Morus nigra,black mulberry,Plantae,Plantae,126741.0
Motacilla aguimp,African Pied Wagtail,Aves,Animalia,13701.0
Motacilla aguimp vidua,Panafrican Pied Wagtail,Aves,Animalia,516781.0
Motacilla alba,White Wagtail,Aves,Animalia,13695.0
Motacilla capensis capensis,Common Cape Wagtail,Aves,Animalia,566455.0
Mugil,Common Mullets,Actinopterygii,Animalia,54662.0
Mugilidae,Mullets,Actinopterygii,Animalia,54661.0
Murinae,Murines,Mammalia,Animalia,735171.0
Murraya paniculata,Orange Jasmine,Plantae,Plantae,287316.0
Mus musculus,House Mouse,Mammalia,Animalia,44705.0
Musa,Bananas,Plantae,Plantae,62911.0
Musa × paradisiaca,Plantain,Plantae,Plantae,170883.0
Musca domestica,Common House Fly,Insecta,Animalia,120156.0
Muscidae,House Flies and Allies,Insecta,Animalia,70144.0
Muscina,,Insecta,Animalia,322498.0
Muscoidea,Muscoid Flies,Insecta,Animalia,54992.0
Mustela richardsonii,American Ermine,Mammalia,Animalia,1264427.0
Mycosphaerella gossypina,,Fungi,Fungi,1636489.0
Mydidae,Mydas Flies,Insecta,Animalia,121526.0
Myiarchus cinerascens,Ash-throated Flycatcher,Aves,Animalia,16010.0
Myiarchus crinitus,Great Crested Flycatcher,Aves,Animalia,16028.0
Myiopsitta monachus,Monk Parakeet,Aves,Animalia,19349.0
Mylothris agathina,Common Dotted Border,Insecta,Animalia,676794.0
Mylothris agathina agathina,Common Dotted Border,Insecta,Animalia,676794.0
Mylothris rueppellii,Rüppell's Dotted Border,Insecta,Animalia,148352.0
Myomorpha,"Mice, Rats, and Hamsters",Mammalia,Animalia,870778.0
Myoporum parvifolium,Creeping Myoporum,Plantae,Plantae,349227.0
Myoxocephalus polyacanthocephalus,Great Sculpin,Actinopterygii,Animalia,47640.0
Myrceugenia planipes,,Plantae,Plantae,855459.0
Myrmarachne formicaria,,Arachnida,Animalia,135289.0
Myrmicaria natalensis,Natal droptail ant,Insecta,Animalia,348943.0
Myrmosericus,,Insecta,Animalia,795100.0
Myrtaceae,myrtle family,Plantae,Plantae,51816.0
Mystus mysticetus,Mystic Mystus,Actinopterygii,Animalia,106406.0
Mythimna unipuncta,White-speck Moth,Insecta,Animalia,121183.0
Mytilidae,mussels,Mollusca,Animalia,50600.0
Mytiloidea,True Mussels,Mollusca,Animalia,775840.0
Mytilus californianus,California Mussel,Mollusca,Animalia,62806.0
Myzinum obscurum,,Insecta,Animalia,136436.0
Nadata gibbosa,White-dotted Prominent,Insecta,Animalia,82204.0
Naja nivea,Cape Cobra,Reptilia,Animalia,30487.0
Naja subfulva,Brown Forest Cobra,Reptilia,Animalia,797733.0
Nannopterum auritum,Double-crested Cormorant,Aves,Animalia,1454382.0
Nannopterum brasilianum,Neotropic Cormorant,Aves,Animalia,1289601.0
Narthecium ossifragum,bog asphodel,Plantae,Plantae,118858.0
Nathalis iole,Dainty Sulphur,Insecta,Animalia,51773.0
Natrix helvetica,barred grass snake,Reptilia,Animalia,851211.0
Natrix maura,Viperine Snake,Reptilia,Animalia,29351.0
Natrix natrix,grass snake,Reptilia,Animalia,966787.0
Natrix tessellata,Tessellated Water Snake,Reptilia,Animalia,64346.0
Necrophila americana,American Carrion Beetle,Insecta,Animalia,81746.0
Necrosyrtes monachus,Hooded Vulture,Aves,Animalia,5426.0
Nectarinia famosa,Malachite Sunbird,Aves,Animalia,13300.0
Nectarinia kilimensis,Bronze Sunbird,Aves,Animalia,13350.0
Neivamyrmex,Legionary Ants,Insecta,Animalia,69105.0
Nematocera,Nematoceran Flies,Insecta,Animalia,154259.0
Nemognatha nigripennis,,Insecta,Animalia,354226.0
Neodermaptera,Extant Earwigs,Insecta,Animalia,713334.0
Neodiprion lecontei,Red-headed Pine Sawfly,Insecta,Animalia,135292.0
Neogale frenata,Long-tailed Weasel,Mammalia,Animalia,1264431.0
Neogale vison,American Mink,Mammalia,Animalia,1264432.0
Neogobius melanostomus,Round Goby,Actinopterygii,Animalia,106743.0
Neoitamus flavofemoratus,Yellow-thighed Bentbristle,Insecta,Animalia,61653.0
Neorrhina punctatum,Punctate Flower Chafer,Insecta,Animalia,325550.0
Neoscona arabesca,Arabesque Orbweaver,Arachnida,Animalia,119342.0
Neoscona crucifera,Spotted Orbweaver,Arachnida,Animalia,85034.0
Neoscona oaxacensis,Western Spotted Orbweaver,Arachnida,Animalia,123713.0
Neotamias speciosus,Lodgepole Chipmunk,Mammalia,Animalia,225755.0
Neotibicen,Dog-day Cicadas,Insecta,Animalia,751082.0
Neotibicen lyricen,Lyric Cicada,Insecta,Animalia,469259.0
Neotibicen lyricen engelhardti,Dark Lyric Cicada,Insecta,Animalia,469262.0
Nepeta,catmints,Plantae,Plantae,48624.0
Nepheronia buquetii,Green-eyed Vagrant,Insecta,Animalia,677897.0
Nepheronia buquetii buquetii,Green-eyed Vagrant,Insecta,Animalia,677897.0
Nepheronia thalassina,Cambridge Vagrant,Insecta,Animalia,677898.0
Nepheronia thalassina sinalata,Cambridge Vagrant,Insecta,Animalia,677898.0
Nephrotoma ferruginea,Ferruginous Tiger Crane Fly,Insecta,Animalia,60428.0
Nepita conferta,,Insecta,Animalia,143776.0
Nereididae,Ragworms and Allies,Animalia,Animalia,49581.0
Nerium oleander,oleander,Plantae,Plantae,47563.0
Nerodia,Watersnakes,Reptilia,Animalia,29299.0
Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,Animalia,29328.0
Nerodia rhombifer,Diamondback Watersnake,Reptilia,Animalia,29310.0
Nerodia sipedon,Common Watersnake,Reptilia,Animalia,29305.0
Neserella capreifoliae,,Arachnida,Animalia,678013.0
Nesticodes rufipes,Red House Spider,Arachnida,Animalia,297992.0
Nettapus auritus,African Pygmy-Goose,Aves,Animalia,7127.0
Neurothemis ramburii,Red Percher,Insecta,Animalia,107006.0
Neverita lewisii,Lewis's Moon Snail,Mollusca,Animalia,447427.0
Nezara viridula,Southern Green Stink Bug,Insecta,Animalia,141725.0
Nicotiana glauca,tree tobacco,Plantae,Plantae,58334.0
Nicrophorus marginatus,Margined Burying Beetle,Insecta,Animalia,64145.0
Nicrophorus tomentosus,Tomentose Burying Beetle,Insecta,Animalia,147457.0
Nicrophorus vespilloides,Lesser Vespillo Burying Beetle,Insecta,Animalia,70118.0
Nidorella,Vleiweeds,Plantae,Plantae,185632.0
Nidorella auriculata,,Plantae,Plantae,590625.0
Nigma walckenaeri,Green Meshweaver,Arachnida,Animalia,84521.0
Nigronia serricornis,Serrate Dark Fishfly,Insecta,Animalia,132716.0
Ninox novaeseelandiae,New Zealand Morepork,Aves,Animalia,413503.0
Ninox novaeseelandiae novaeseelandiae,New Zealand Morepork,Aves,Animalia,413503.0
Noctuidae,Cutworm Moths and Allies,Insecta,Animalia,48670.0
Noctuoidea,Owlet Moths and Allies,Insecta,Animalia,47607.0
Noronhia peglerae,Giant Pock-ironwood,Plantae,Plantae,1600185.0
Notechis scutatus,Tiger Snake,Reptilia,Animalia,35178.0
Nothocalais cuspidata,prairie false dandelion,Plantae,Plantae,54048.0
Nothofagus obliqua,Patagonian oak,Plantae,Plantae,450336.0
Nothoscordum bivalve,crowpoison,Plantae,Plantae,125462.0
Notopholia corusca,Black-bellied Starling,Aves,Animalia,979832.0
Nototettigometra,,Insecta,Animalia,851683.0
