predator_scientific_name,prey_scientific_name,observed_on,time_zone,image_url,sound_url,positional_accuracy,place,place_town,place_county,place_state,place_country,latitude,longitude,type_of_feeding,url,captive_cultivated,description,prey_agreements,predator_agreements
Pterophanes cyanopterus,Siphocampylus lucidus,2017-07-05,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/20133313/medium.jpeg,,265.0,"Metropolitan District of Quito, Ecuador",,Quijos,Napo,Ecuador,-0.353267,-78.150208,,https://www.inaturalist.org/observations/13671629,False,,3.0,1.0
Geranoaetus melanoleucus,Sylvilagus andinus,2017-07-04,America/Guayaquil,https://inaturalist-open-data.s3.amazonaws.com/photos/20134133/medium.jpeg,,,"Pichincha, Ecuador",,Quito,Pichincha,Ecuador,-0.179801,-78.546784,,https://www.inaturalist.org/observations/13672038,False,,3.0,2.0
Calidris alba,Emerita talpoida,2017-05-20,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/20522934/medium.jpeg,,244.0,"Cape May County, NJ, USA",,Cape May,New Jersey,United States,38.9434995835,-74.9708710984,,https://www.inaturalist.org/observations/13896077,False,,1.0,2.0
Arenaria interpres,Limulus polyphemus,2017-05-20,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/20522969/medium.jpeg,,244.0,"Cape May County, NJ, USA",,Cape May,New Jersey,United States,38.9425649905,-74.970699437,,https://www.inaturalist.org/observations/13896094,False,,3.0,2.0
Circaetus pectoralis,Naja nivea,2018-05-30,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/22043680/medium.jpeg,,500.0,Kgalagadi NP,,Gordonia,Northern Cape,South Africa,-25.8520846932,20.0622969003,"No, none of these",https://www.inaturalist.org/observations/14774517,False,,16.0,37.0
Circaetus pectoralis,Naja nivea,2018-05-30,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/22043599/medium.jpeg,,500.0,Kgalagadi NP,,Gordonia,Northern Cape,South Africa,-25.8520816748,20.0622747931,"No, none of these",https://www.inaturalist.org/observations/14774518,False,,16.0,37.0
Ardea cinerea,Xenopus muelleri,2018-07-27,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/22677712/medium.jpg,,50.0,Mana Pools National Park,,Hurungwe,Mashonaland West,Zimbabwe,-15.741855,29.37741,,https://www.inaturalist.org/observations/15166420,False,,1.0,5.0
Maevia inclemens,Drosophila repleta,2018-08-07,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/22758324/medium.jpg,,71.0,"Vandalia, OH, USA",,Montgomery,Ohio,United States,39.8943473147,-84.1678950771,"No, none of these",https://www.inaturalist.org/observations/15213348,False,,3.0,3.0
Maevia inclemens,Drosophila repleta,2018-08-07,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/22758340/medium.jpg,,71.0,"Vandalia, OH, USA",,Montgomery,Ohio,United States,39.8943473147,-84.1678950771,"No, none of these",https://www.inaturalist.org/observations/15213349,False,,3.0,3.0
Ardea herodias,Enophrys bison,2018-08-11,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/22973394/medium.jpeg,,15.0,"Seattle, WA, USA",,King,Washington,United States,47.7135836743,-122.3806847176,"No, none of these",https://www.inaturalist.org/observations/15338360,False,,2.0,2.0
Ardea herodias,Enophrys bison,2018-08-11,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/22973503/medium.jpeg,,15.0,"Seattle, WA, USA",,King,Washington,United States,47.7136222479,-122.3807061753,"No, none of these",https://www.inaturalist.org/observations/15338361,False,,2.0,2.0
Ardea cinerea,Natrix tessellata,2016-05-28,Paris,https://inaturalist-open-data.s3.amazonaws.com/photos/25751448/medium.jpeg,,31.0,"Rheinland-Pfalz, DE",,Bad Kreuznach,Rheinland-Pfalz,Germany,49.8909815742,7.835805214,,https://www.inaturalist.org/observations/17025639,False,,3.0,6.0
Peucetia viridans,Apis mellifera,2018-10-05,Central Time (US & Canada),https://static.inaturalist.org/photos/26113860/medium.jpeg,,3.0,"Texas 1, Smith School Dr, Austin, TX 78744, USA",City of Austin,Travis,Texas,United States,30.19757091,-97.71382613,,https://www.inaturalist.org/observations/17222610,False,,2.0,1.0
Peucetia viridans,Apis mellifera,2018-10-05,Central Time (US & Canada),https://static.inaturalist.org/photos/26113860/medium.jpeg,,3.0,"Texas 1, Smith School Dr, Austin, TX 78744, USA",City of Austin,Travis,Texas,United States,30.19757091,-97.71382613,,https://www.inaturalist.org/observations/17232666,False,,2.0,1.0
Papilio demodocus demodocus,Glandularia aristigera,2018-10-07,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/26567123/medium.jpg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2864,32.4635,,https://www.inaturalist.org/observations/17471940,False,,1.0,6.0
Papilio demodocus,Glandularia aristigera,2018-10-07,Africa/Johannesburg,https://inaturalist-open-data.s3.amazonaws.com/photos/26567244/medium.jpeg,,100.0,"iSimangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2864,32.4635,,https://www.inaturalist.org/observations/17471942,False,,1.0,6.0
Necrosyrtes monachus,Hippopotamus amphibius,1987-11-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/28323291/medium.jpg,,700.0,"Mashonaland West, ZW",,Hurungwe,Mashonaland West,Zimbabwe,-15.9045153201,29.0681986867,,https://www.inaturalist.org/observations/18516577,False,,3.0,1.0
Loxodonta africana,Faidherbia albida,1988-07-08,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/28419537/medium.jpg,,5.0,,,Hurungwe,Mashonaland West,Zimbabwe,-15.9638460503,29.0691120729,,https://www.inaturalist.org/observations/18573817,False,,1.0,6.0
Loxodonta africana,Faidherbia albida,1988-06-10,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/28453947/medium.jpg,,40.0,,,Hurungwe,Mashonaland West,Zimbabwe,-15.8195427055,29.1102209061,,https://www.inaturalist.org/observations/18593084,False,,1.0,6.0
Scotopsinus verrucifer,Brachylaena discolor,2018-11-24,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/28510167/medium.jpeg,,500.0,"iSimangaliso, South Africa",,Ubombo,KwaZulu-Natal,South Africa,-27.5524,32.6673,,https://www.inaturalist.org/observations/18629826,False,,1.0,2.0
Scotopsinus verrucifer,Brachylaena discolor,2018-11-24,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/28510174/medium.jpeg,,500.0,"iSimangaliso, South Africa",,Ubombo,KwaZulu-Natal,South Africa,-27.5524,32.6673,,https://www.inaturalist.org/observations/18629832,False,,1.0,2.0
Pandion haliaetus,Pandion haliaetus,2018-12-28,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/29626926/medium.jpeg,,206.0,"Crystal River, FL, USA",,Citrus,Florida,United States,28.9073354254,-82.6269608869,"No, none of these",https://www.inaturalist.org/observations/19277228,False,,2.0,2.0
Steatoda triangulosa,Meromacrus acutus,2017-08-12,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/29661174/medium.jpg,,860.0,"Leicester St, Garland, TX, USA",,Dallas,Texas,United States,32.9356093,-96.6509738,"No, none of these",https://www.inaturalist.org/observations/19296443,False,,3.0,1.0
Steatoda triangulosa,Meromacrus acutus,2017-08-12,Central Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/29661417/medium.jpg,,860.0,"Leicester St, Garland, TX, USA",,Dallas,Texas,United States,32.9356093,-96.6509738,"No, none of these",https://www.inaturalist.org/observations/19296614,False,,3.0,1.0
Alligator mississippiensis,Lepisosteus platyrhincus,2019-01-06,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30009994/medium.jpg,,3.0,"Miami-Dade County, FL, USA",,Miami-Dade,Florida,United States,25.6755273867,-80.7622887236,"No, none of these",https://www.inaturalist.org/observations/19501897,False,,6.0,19.0
Alligator mississippiensis,Lepisosteus platyrhincus,2019-01-06,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30009661/medium.jpg,,7.0,"Miami-Dade County, FL, USA",,Miami-Dade,Florida,United States,25.6755265321,-80.7622882039,"No, none of these",https://www.inaturalist.org/observations/19501898,False,,6.0,19.0
Trachyphonus vaillantii,Phymateus viridipes,2016-10-10,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/30151388/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811625,31.080821,,https://www.inaturalist.org/observations/19585966,False,,1.0,4.0
Spinus tristis tristis,Tamiasciurus hudsonicus,2018-12-19,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30417616/medium.jpeg,,31.0,"Carbon County, PA, USA",,Carbon,Pennsylvania,United States,40.8630314994,-75.6181006353,,https://www.inaturalist.org/observations/19741623,False,,4.0,1.0
Tamiasciurus hudsonicus,Juglans nigra,2016-05-25,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30443481/medium.jpeg,,31.0,"Carbon County, PA, USA",,Carbon,Pennsylvania,United States,40.8695223483,-75.6059200842,,https://www.inaturalist.org/observations/19757378,False,,2.0,4.0
Cathartes aura,Carcharodon carcharias,2008-12-29,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30741450/medium.jpeg,,432.0,"San Simeon, CA 93452, USA",,San Luis Obispo,California,United States,35.6613182823,-121.2553096545,Scavenging,https://www.inaturalist.org/observations/19930651,False,,10.0,2.0
Cathartes aura,Carcharodon carcharias,2008-12-29,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30741454/medium.jpeg,,61.0,"San Luis Obispo County, CA, USA",,San Luis Obispo,California,United States,35.6613905093,-121.2551809096,Scavenging,https://www.inaturalist.org/observations/19930652,False,,10.0,2.0
Dryobates pubescens medianus,Rhus typhina,2017-01-01,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/30817341/medium.jpeg,,8.0,"Carbon County, PA, USA",,Carbon,Pennsylvania,United States,40.8669857012,-75.6212794489,,https://www.inaturalist.org/observations/19970256,False,,1.0,1.0
Halcyon albiventris albiventris,Hyperolius marmoratus taeniatus,2017-07-01,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/31104549/medium.jpeg,,1.0,Eastern Shores,,Hlabisa,KwaZulu-Natal,South Africa,-28.2646,32.4809,,https://www.inaturalist.org/observations/20162794,False,,2.0,3.0
Halcyon albiventris,Hyperolius marmoratus taeniatus,2017-07-01,Africa/Johannesburg,https://inaturalist-open-data.s3.amazonaws.com/photos/31106602/medium.jpeg,,1.0,Eastern Shores,,Hlabisa,KwaZulu-Natal,South Africa,-28.2646,32.4809,,https://www.inaturalist.org/observations/20163778,False,,2.0,3.0
Pandion haliaetus,Abramis brama,2017-06-19,Moscow,https://inaturalist-open-data.s3.amazonaws.com/photos/31312191/medium.jpg,,909.0,"Топорня, Вологодская обл., Россия",,Kirillovskiy rayon,Vologda,Russia,59.774002,38.377252,,https://www.inaturalist.org/observations/20283663,False,,1.0,7.0
Turdoides jardineii,Aspidimorpha angolensis,2019-02-23,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/31951049/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.773742,31.00444,,https://www.inaturalist.org/observations/20723542,False,,3.0,2.0
Corgatha wojtusiaki,Sclerocroton integerrimus,2019-03-03,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/32585165/medium.jpeg,,100.0,"iSiumangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2287,32.3991,,https://www.inaturalist.org/observations/21087410,False,,1.0,1.0
Pterophanes cyanopterus,Siphocampylus lucidus,2017-07-05,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/32843893/medium.jpeg,,33.0,Ecuador,,Quijos,Napo,Ecuador,-0.2940293453,-78.0826282681,,https://www.inaturalist.org/observations/21244313,False,,3.0,1.0
Corgatha wojtusiaki,Sclerocroton integerrimus,2019-03-03,Pretoria,https://inaturalist-open-data.s3.amazonaws.com/photos/33257887/medium.jpeg,,100.0,"iSiumangaliso, South Africa",,Hlabisa,KwaZulu-Natal,South Africa,-28.2287,32.3991,,https://www.inaturalist.org/observations/21492361,False,,1.0,1.0
Stactolaema whytii,Filicium decipiens,2019-03-26,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33537476/medium.jpg,,2.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811691,31.08132,,https://www.inaturalist.org/observations/21661233,False,,2.0,2.0
Pycnonotus barbatus,Filicium decipiens,2019-04-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33948941/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811706,31.08109,,https://www.inaturalist.org/observations/21908958,False,,2.0,1.0
Gallirex porphyreolophus,Filicium decipiens,2019-04-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33948941/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811706,31.08109,,https://www.inaturalist.org/observations/21908958,False,,2.0,1.0
Stactolaema whytii,Filicium decipiens,2019-04-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33948941/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811706,31.08109,,https://www.inaturalist.org/observations/21908958,False,,2.0,2.0
Gallirex porphyreolophus,Filicium decipiens,2019-04-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33949215/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811696,31.081068,,https://www.inaturalist.org/observations/21909120,False,,2.0,1.0
Pycnonotus barbatus layardi,Filicium decipiens,2019-04-02,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/33950108/medium.jpg,,3.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811707,31.081066,,https://www.inaturalist.org/observations/21909745,False,,2.0,1.0
Thomisus onustus,Dasyscolia ciliata,2019-04-12,Amsterdam,https://inaturalist-open-data.s3.amazonaws.com/photos/34703244/medium.jpg,,15.0,"Pinar del Hacho, Antequera, Provinz Málaga, Spanien",,Málaga,Andalucía,Spain,37.0125302125,-4.5704333756,"No, none of these",https://www.inaturalist.org/observations/22405356,False,,1.0,1.0
Sciurus carolinensis,Sciurus carolinensis,2019-05-15,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/38991869/medium.jpg,,10.0,"14 Marsnow Dr, Markham, ON, CA",,York,Ontario,Canada,43.8308,-79.4120633333,"No, none of these",https://www.inaturalist.org/observations/25189764,False,,2.0,5.0
Sciurus carolinensis,Sciurus carolinensis,2019-05-15,Eastern Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/38993567/medium.jpeg,,2.0,"Langstaff, Markham, ON L3T, Canada",,York,Ontario,Canada,43.830669415,-79.4118677137,Scavenging,https://www.inaturalist.org/observations/25191260,False,,2.0,5.0
Vulpes vulpes,Tamias striatus,2019-05-18,Eastern Time (US & Canada),https://static.inaturalist.org/photos/39195798/medium.jpg,,22.0,"1271 E Cobblefield Ct, Bloomington, IN, US",Bloomington IN,Monroe,Indiana,United States,39.1516833186,-86.5184832179,"No, none of these",https://www.inaturalist.org/observations/25314527,False,,4.0,2.0
Vulpes vulpes,Tamias striatus,2019-05-18,Eastern Time (US & Canada),https://static.inaturalist.org/photos/39239046/medium.jpg,,22.0,"1271 E Cobblefield Ct, Bloomington, IN, US",Bloomington IN,Monroe,Indiana,United States,39.1516709285,-86.5185217078,"No, none of these",https://www.inaturalist.org/observations/25314661,False,,4.0,2.0
Crotalus cerastes,Uta stansburiana,2016-03-23,Arizona,https://static.inaturalist.org/photos/42194684/medium.jpg,,,"Yuma County, AZ, USA",,Yuma,Arizona,United States,32.49134041,-113.7923788201,"No, none of these",https://www.inaturalist.org/observations/27139016,False,,4.0,4.0
Ardea herodias,Lumpenus sagitta,2019-07-06,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/44175840/medium.jpg,,,"Seattle, WA, USA",,King,Washington,United States,47.7156484444,-122.3776076944,"No, none of these",https://www.inaturalist.org/observations/28343218,False,,1.0,1.0
Ardea herodias,Lumpenus sagitta,2019-07-06,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/44175714/medium.jpeg,,4.0,"Seattle, WA, USA",,King,Washington,United States,47.7157168792,-122.3776219917,"No, none of these",https://www.inaturalist.org/observations/28343219,False,,1.0,1.0
Lybius torquatus,Ficus sur,2019-07-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44411888/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811637,31.080773,,https://www.inaturalist.org/observations/28487366,False,,1.0,2.0
Colius striatus,Ficus sur,2019-07-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44412271/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811625,31.08077,,https://www.inaturalist.org/observations/28487651,False,,1.0,1.0
Trachyphonus vaillantii,Ficus sur,2019-07-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44412461/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.81164,31.080797,,https://www.inaturalist.org/observations/28487735,False,,1.0,3.0
Turdus libonyana,Turdus libonyana,2019-07-06,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44413148/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811561,31.080891,,https://www.inaturalist.org/observations/28488105,False,,2.0,2.0
Stactolaema whytii,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,2.0
Trachyphonus vaillantii,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,3.0
Lybius torquatus,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,2.0
Ceratosolen capensis,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,2.0
Apis mellifera,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,1.0
Urocolius indicus,Ficus sur,2019-07-09,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/44506298/medium.jpg,,5.0,"Newlands, Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.811632,31.080762,,https://www.inaturalist.org/observations/28545358,False,,1.0,2.0
Pitangus sulphuratus,Hemidactylus frenatus,2017-09-12,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/45001856/medium.jpg,,231.0,"Alajuela Province, La Fortuna, Costa Rica",,San Carlos,Alajuela,Costa Rica,10.4713324727,-84.6409556078,"No, none of these",https://www.inaturalist.org/observations/28851083,False,,6.0,4.0
Stactolaema whytii,Ficus sur,2019-07-19,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/45730241/medium.jpg,,5.0,"Harare, Zimbabwe",,Harare,Harare,Zimbabwe,-17.81164,31.080775,,https://www.inaturalist.org/observations/29305153,False,,1.0,2.0
Nannopterum auritum,Ameiurus nebulosus,2018-07-25,Pacific Time (US & Canada),https://inaturalist-open-data.s3.amazonaws.com/photos/46193477/medium.jpg,,5.0,"Neary Lagoon, Santa Cruz, CA, US",City of Santa Cruz,Santa Cruz,California,United States,36.9632833333,-122.0319445,"No, none of these",https://www.inaturalist.org/observations/29593482,False,,2.0,2.0
Stugeta bowkeri,Combretum microphyllum,2019-08-07,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/48247340/medium.jpg,,5.0,"Ndowoyo Communal Lands, Chipinge, Zimbabwe",,Chipinge,Manicaland,Zimbabwe,-20.985215,32.4152166667,,https://www.inaturalist.org/observations/30863960,False,,1.0,2.0
Stugeta bowkeri,Combretum microphyllum,2019-08-07,West Central Africa,https://inaturalist-open-data.s3.amazonaws.com/photos/48253896/medium.jpg,,5.0,"Ndowoyo Communal Lands, Chipinge, Zimbabwe",,Chipinge,Manicaland,Zimbabwe,-20.985215,32.415217,,https://www.inaturalist.org/observations/30868148,False,,1.0,2.0
